State,Utility,Sample ID,Analyte,Value (PPT)
NC,"OXFORD, CITY OF",104042P,PFBA,6.9
NC,"OXFORD, CITY OF",106908P,Total PFAS,5.3
NC,"OXFORD, CITY OF",106908P,PFOS,5.3
NC,PENDER COUNTY UTILITIES,32302747001,Total PFAS,22.7
NC,PENDER COUNTY UTILITIES,32302747001,PFPeA,7.6
NC,PENDER COUNTY UTILITIES,32302747001,PFBS,5.3
NC,PENDER COUNTY UTILITIES,32302747001,PFBA,5.0
NC,PENDER COUNTY UTILITIES,32302747001,PFHxA,4.8
NC,PENDER COUNTY UTILITIES,32400522007,Total PFAS,6.8
NC,PENDER COUNTY UTILITIES,32400522007,PFPeA,3.6
NC,PENDER COUNTY UTILITIES,32400522007,PFHxA,3.2
NC,PENDER COUNTY UTILITIES,32401376001,Total PFAS,8.1
NC,PENDER COUNTY UTILITIES,32401376001,PFPeA,4.1
NC,PENDER COUNTY UTILITIES,32401376001,PFHxA,4.0
NC,PFEIFFER-N STANLY WATER ASSOC,118750P,Total PFAS,14.4
NC,PFEIFFER-N STANLY WATER ASSOC,118750P,PFOS,5.5
NC,PFEIFFER-N STANLY WATER ASSOC,118750P,PFHxA,5.3
NC,PFEIFFER-N STANLY WATER ASSOC,118750P,PFPeA,3.6
NC,PFEIFFER-N STANLY WATER ASSOC,121970P,Total PFAS,5.1
NC,PFEIFFER-N STANLY WATER ASSOC,121970P,PFOS,5.1
NC,"PITTSBORO, TOWN OF",116140R,Total PFAS,4.9
NC,"PITTSBORO, TOWN OF",116140R,PFPeA,4.9
NC,"PITTSBORO, TOWN OF",116843P,Total PFAS,22.9
NC,"PITTSBORO, TOWN OF",116843P,PFPeA,9.4
NC,"PITTSBORO, TOWN OF",116843P,PFBA,7.8
NC,"PITTSBORO, TOWN OF",116843P,PFHxA,5.7
NC,"PITTSBORO, TOWN OF",122845P,Total PFAS,27.3
NC,"PITTSBORO, TOWN OF",122845P,PFBA,12.4
NC,"PITTSBORO, TOWN OF",122845P,PFPeA,11.6
NC,"PITTSBORO, TOWN OF",122845P,PFHxA,3.3
NC,"RALEIGH, CITY OF",810-58297-1,Total PFAS,9.0
NC,"RALEIGH, CITY OF",810-58297-1,PFBA,9.0
NC,"RALEIGH, CITY OF",810-62594-1,Total PFAS,3.3
NC,"RALEIGH, CITY OF",810-62594-1,PFPeA,3.3
NC,"RALEIGH, CITY OF",810-71473-1,Total PFAS,8.3
NC,"RALEIGH, CITY OF",810-71473-1,PFOS,5.3
NC,"RALEIGH, CITY OF",810-71473-1,PFBS,3.0
NC,"RALEIGH, CITY OF",Q2319914001,Total PFAS,6.5
NC,"RALEIGH, CITY OF",Q2319914001,PFHxA,3.3
NC,"RALEIGH, CITY OF",Q2319914001,PFBS,3.2
NC,"RALEIGH, CITY OF",Q2332390001,Total PFAS,16.3
NC,"RALEIGH, CITY OF",Q2332390001,PFBA,7.6
NC,"RALEIGH, CITY OF",Q2332390001,PFOS,5.6
NC,"RALEIGH, CITY OF",Q2332390001,PFBS,3.1
NC,"RALEIGH, CITY OF",Q2332390003,Total PFAS,17.3
NC,"RALEIGH, CITY OF",Q2332390003,PFBA,5.5
NC,"RALEIGH, CITY OF",Q2332390003,PFPeA,4.3
NC,"RALEIGH, CITY OF",Q2332390003,PFHxA,4.2
NC,"RALEIGH, CITY OF",Q2332390003,PFBS,3.3
NC,"REIDSVILLE, CITY OF",810-103371-1,Total PFAS,4.0
NC,"REIDSVILLE, CITY OF",810-103371-1,PFOS,4.0
NC,RICHMOND COUNTY WATER SYSTEM,35831979003SE1,Total PFAS,13.0
NC,RICHMOND COUNTY WATER SYSTEM,35831979003SE1,6:2 FTS,6.6
NC,RICHMOND COUNTY WATER SYSTEM,35831979003SE1,PFPeA,3.3
NC,RICHMOND COUNTY WATER SYSTEM,35831979003SE1,PFBS,3.1
NC,RICHMOND COUNTY WATER SYSTEM,35856401001SE2,Total PFAS,4.4
NC,RICHMOND COUNTY WATER SYSTEM,35856401001SE2,PFOS,4.4
NC,RICHMOND COUNTY WATER SYSTEM,35856401003SE2,Total PFAS,11.5
NC,RICHMOND COUNTY WATER SYSTEM,35856401003SE2,PFOS,4.5
NC,RICHMOND COUNTY WATER SYSTEM,35856401003SE2,PFPeA,3.7
NC,RICHMOND COUNTY WATER SYSTEM,35856401003SE2,PFHxA,3.3
NC,RICHMOND COUNTY WATER SYSTEM,35865432001SE3,Total PFAS,6.0
NC,RICHMOND COUNTY WATER SYSTEM,35865432001SE3,6:2 FTS,6.0
NC,RICHMOND COUNTY WATER SYSTEM,35865432003SE3,Total PFAS,12.2
NC,RICHMOND COUNTY WATER SYSTEM,35865432003SE3,PFOS,4.7
NC,RICHMOND COUNTY WATER SYSTEM,35865432003SE3,PFPeA,4.1
NC,RICHMOND COUNTY WATER SYSTEM,35865432003SE3,PFHxA,3.4
NC,RICHMOND COUNTY WATER SYSTEM,35894620003SE4,Total PFAS,11.3
NC,RICHMOND COUNTY WATER SYSTEM,35894620003SE4,PFOS,4.4
NC,RICHMOND COUNTY WATER SYSTEM,35894620003SE4,PFPeA,3.9
NC,RICHMOND COUNTY WATER SYSTEM,35894620003SE4,PFHxA,3.0
NC,M4F1732-01,35894620003SE4,PFOS,4.8
NC,M4G0146-01,35894620003SE4,PFOS,5.4
NC,M4J0948-01,35894620003SE4,PFOS,4.7
NC,ROBESON COUNTY WATER SYSTEM,CB01512-01,Total PFAS,43.2
NC,ROBESON COUNTY WATER SYSTEM,CB01512-01,PFOA,12.0
NC,ROBESON COUNTY WATER SYSTEM,CB01512-01,PFPeA,11.0
NC,ROBESON COUNTY WATER SYSTEM,CB01512-01,PFHxA,9.0
NC,ROBESON COUNTY WATER SYSTEM,CB01512-01,PFOS,6.1
NC,ROBESON COUNTY WATER SYSTEM,CB01512-01,PFHpA,5.1
NC,ROBESON COUNTY WATER SYSTEM,CB01512-09,Total PFAS,7.7
NC,ROBESON COUNTY WATER SYSTEM,CB01512-09,PFOA,4.4
NC,ROBESON COUNTY WATER SYSTEM,CB01512-09,PFPeA,3.3
NC,ROBESON COUNTY WATER SYSTEM,CB01512-23,Total PFAS,149.7
NC,HFPO-DA,CB01512-23,PFPeA,27.0
NC,HFPO-DA,CB01512-23,PFHxA,23.0
NC,HFPO-DA,CB01512-23,PFOA,22.0
NC,HFPO-DA,CB01512-23,PFHpA,13.0
NC,HFPO-DA,CB01512-23,PFBA,9.4
NC,HFPO-DA,CB01512-23,PFBS,8.5
NC,HFPO-DA,CB01512-23,PFHxS,8.4
NC,HFPO-DA,CB01512-23,PFPeS,4.4
NC,HFPO-DA,CB08577-01,Total PFAS,37.9
NC,HFPO-DA,CB08577-01,PFOA,11.0
NC,HFPO-DA,CB08577-01,PFPeA,8.9
NC,HFPO-DA,CB08577-01,PFHxA,7.8
NC,HFPO-DA,CB08577-01,PFOS,5.6
NC,HFPO-DA,CB08577-01,PFHpA,4.6
NC,HFPO-DA,CB08577-17,Total PFAS,12.7
NC,HFPO-DA,CB08577-17,PFOA,5.5
NC,HFPO-DA,CB08577-17,PFPeA,3.9
NC,HFPO-DA,CB08577-17,PFHxA,3.3
NC,HFPO-DA,CB08577-23,Total PFAS,165.2
NC,HFPO-DA,CB08577-23,PFOA,30.0
NC,HFPO-DA,CB08577-23,PFPeA,29.0
NC,HFPO-DA,CB08577-23,PFHxA,25.0
NC,HFPO-DA,CB08577-23,PFHpA,16.0
NC,HFPO-DA,CB08577-23,PFBA,11.0
NC,HFPO-DA,CB08577-23,PFHxS,8.3
NC,HFPO-DA,CB08577-23,PFBS,8.2
NC,HFPO-DA,CB08577-23,PFPeS,4.7
NC,"ROCKINGHAM, CITY OF",CB01591-05,Total PFAS,3.2
NC,"ROCKINGHAM, CITY OF",CB01591-05,PFHxS,3.2
NC,"ROCKINGHAM, CITY OF",CB05544-01,Total PFAS,11.5
NC,"ROCKINGHAM, CITY OF",CB05544-01,PFOS,4.2
NC,"ROCKINGHAM, CITY OF",CB05544-01,PFPeA,3.7
NC,"ROCKINGHAM, CITY OF",CB05544-01,PFHxA,3.6
NC,"ROCKINGHAM, CITY OF",CB09467-05,Total PFAS,8.3
NC,"ROCKINGHAM, CITY OF",CB09467-05,PFOS,4.2
NC,"ROCKINGHAM, CITY OF",CB09467-05,PFOA,4.1
NC,"ROCKINGHAM, CITY OF",CB12685-05,Total PFAS,4.2
NC,"ROCKINGHAM, CITY OF",CB12685-05,PFOS,4.2
NC,"ROCKINGHAM, CITY OF",CB14076-03,Total PFAS,12.6
NC,"ROCKINGHAM, CITY OF",CB14076-03,PFOS,4.5
NC,"ROCKINGHAM, CITY OF",CB14076-03,PFPeA,4.4
NC,"ROCKINGHAM, CITY OF",CB14076-03,PFHxA,3.7
NC,"ROCKINGHAM, CITY OF",CB14076-05,Total PFAS,9.3
NC,"ROCKINGHAM, CITY OF",CB14076-05,PFOS,4.9
NC,"ROCKINGHAM, CITY OF",CB14076-05,PFOA,4.4
NC,"ROCKY MOUNT, CITY OF",35890530001SE2,Total PFAS,16.7
NC,"ROCKY MOUNT, CITY OF",35890530001SE2,PFOS,8.8
NC,"ROCKY MOUNT, CITY OF",35890530001SE2,PFOA,7.9
NC,"ROCKY MOUNT, CITY OF",35890530003SE2,Total PFAS,18.0
NC,"ROCKY MOUNT, CITY OF",35890530003SE2,PFOS,9.4
NC,"ROCKY MOUNT, CITY OF",35890530003SE2,PFOA,8.6
NC,"ROCKY MOUNT, CITY OF",35906659001SE3,Total PFAS,11.2
NC,"ROCKY MOUNT, CITY OF",35906659001SE3,PFOS,6.1
NC,"ROCKY MOUNT, CITY OF",35906659001SE3,PFOA,5.1
NC,"ROXBORO, CITY OF",35918686001SE4,Total PFAS,4.6
NC,"ROXBORO, CITY OF",35918686001SE4,PFOS,4.6
NC,"SANFORD, CITY OF",GF03146-01,Total PFAS,76.4
NC,"SANFORD, CITY OF",GF03146-01,PFOS,16.0
NC,"SANFORD, CITY OF",GF03146-01,PFBA,13.0
NC,"SANFORD, CITY OF",GF03146-01,PFHxA,12.0
NC,"SANFORD, CITY OF",GF03146-01,PFPeA,11.0
NC,"SANFORD, CITY OF",GF03146-01,PFOA,7.5
NC,"SANFORD, CITY OF",GF03146-01,PFBS,7.2
NC,"SANFORD, CITY OF",GF03146-01,PFHxS,4.9
NC,"SANFORD, CITY OF",GF03146-01,PFHpA,4.8
NC,"SANFORD, CITY OF",GK02992-01,Total PFAS,108.7
NC,"SANFORD, CITY OF",GK02992-01,PFPeA,23.0
NC,"SANFORD, CITY OF",GK02992-01,PFHxA,20.0
NC,"SANFORD, CITY OF",GK02992-01,PFBA,16.0
NC,"SANFORD, CITY OF",GK02992-01,PFBS,15.0
NC,"SANFORD, CITY OF",GK02992-01,PFOS,13.0
NC,"SANFORD, CITY OF",GK02992-01,PFOA,9.4
NC,"SANFORD, CITY OF",GK02992-01,PFHpA,7.0
NC,"SANFORD, CITY OF",GK02992-01,PFHxS,5.3
NC,"SANFORD, CITY OF",HD04083-01,Total PFAS,23.2
NC,"SANFORD, CITY OF",HD04083-01,PFOS,9.2
NC,"SANFORD, CITY OF",HD04083-01,PFHxA,5.7
NC,"SANFORD, CITY OF",HD04083-01,PFOA,4.8
NC,"SANFORD, CITY OF",HD04083-01,PFBS,3.5
NC,"SANFORD, CITY OF",HD05035-01,Total PFAS,39.2
NC,"SANFORD, CITY OF",HD05035-01,PFOS,10.0
NC,"SANFORD, CITY OF",HD05035-01,PFBA,7.0
NC,"SANFORD, CITY OF",HD05035-01,PFHxA,6.8
NC,"SANFORD, CITY OF",HD05035-01,PFOA,5.6
NC,"SANFORD, CITY OF",HD05035-01,PFPeA,5.5
NC,"SANFORD, CITY OF",HD05035-01,PFBS,4.3
NC,"SELMA, TOWN OF",105501R,Total PFAS,20.1
NC,"SELMA, TOWN OF",105501R,PFOS,9.7
NC,"SELMA, TOWN OF",105501R,PFHxS,7.4
NC,"SELMA, TOWN OF",105501R,PFBS,3.0
NC,"SELMA, TOWN OF",112764R,Total PFAS,76.3
NC,"SELMA, TOWN OF",112764R,PFHxS,18.0
NC,"SELMA, TOWN OF",112764R,6:2 FTS,17.0
NC,"SELMA, TOWN OF",112764R,PFPeA,12.0
NC,"SELMA, TOWN OF",112764R,PFOS,11.0
NC,"SELMA, TOWN OF",112764R,PFHxA,9.2
NC,"SELMA, TOWN OF",112764R,PFBS,5.8
NC,"SELMA, TOWN OF",112764R,PFHpA,3.3
NC,"SELMA, TOWN OF (COUNTY LINE)",102293P,Total PFAS,35.7
NC,"SELMA, TOWN OF (COUNTY LINE)",102293P,PFBA,9.5
NC,"SELMA, TOWN OF (COUNTY LINE)",102293P,PFOS,6.5
NC,"SELMA, TOWN OF (COUNTY LINE)",102293P,PFOA,5.4
NC,"SELMA, TOWN OF (COUNTY LINE)",102293P,PFHxA,5.4
NC,"SELMA, TOWN OF (COUNTY LINE)",102293P,PFPeA,5.1
NC,"SELMA, TOWN OF (COUNTY LINE)",102293P,PFBS,3.8
NC,"SELMA, TOWN OF (COUNTY LINE)",107334R,Total PFAS,30.3
NC,"SELMA, TOWN OF (COUNTY LINE)",107334R,PFOS,6.6
NC,"SELMA, TOWN OF (COUNTY LINE)",107334R,PFBA,5.8
NC,"SELMA, TOWN OF (COUNTY LINE)",107334R,PFOA,5.1
NC,"SELMA, TOWN OF (COUNTY LINE)",107334R,PFPeA,5.0
NC,"SELMA, TOWN OF (COUNTY LINE)",107334R,PFHxA,4.6
NC,"SELMA, TOWN OF (COUNTY LINE)",107334R,PFBS,3.2
NC,"SELMA, TOWN OF (COUNTY LINE)",110765P,Total PFAS,27.1
NC,"SELMA, TOWN OF (COUNTY LINE)",110765P,PFHxA,6.2
NC,"SELMA, TOWN OF (COUNTY LINE)",110765P,PFOA,5.7
NC,"SELMA, TOWN OF (COUNTY LINE)",110765P,PFOS,5.5
NC,"SELMA, TOWN OF (COUNTY LINE)",110765P,PFPeA,5.1
NC,"SELMA, TOWN OF (COUNTY LINE)",110765P,PFBS,4.6
NC,SEYMOUR JOHNSON AFB,102292P,Total PFAS,30.6
NC,SEYMOUR JOHNSON AFB,102292P,PFBA,7.1
NC,SEYMOUR JOHNSON AFB,102292P,PFOS,6.7
NC,SEYMOUR JOHNSON AFB,102292P,PFPeA,4.9
NC,SEYMOUR JOHNSON AFB,102292P,PFOA,4.3
NC,SEYMOUR JOHNSON AFB,102292P,PFHxA,4.2
NC,SEYMOUR JOHNSON AFB,102292P,PFBS,3.4
NC,SEYMOUR JOHNSON AFB,105141P,Total PFAS,36.3
NC,SEYMOUR JOHNSON AFB,105141P,PFOS,7.2
NC,SEYMOUR JOHNSON AFB,105141P,PFOA,6.8
NC,SEYMOUR JOHNSON AFB,105141P,PFPeA,6.2
NC,SEYMOUR JOHNSON AFB,105141P,PFHxA,6.2
NC,SEYMOUR JOHNSON AFB,105141P,PFBA,5.5
NC,SEYMOUR JOHNSON AFB,105141P,PFBS,4.4
NC,SEYMOUR JOHNSON AFB,116065R,Total PFAS,6.1
NC,SEYMOUR JOHNSON AFB,116065R,PFOS,6.1
NC,SEYMOUR JOHNSON AFB,117040R,Total PFAS,18.4
NC,SEYMOUR JOHNSON AFB,117040R,PFOS,7.3
NC,SEYMOUR JOHNSON AFB,117040R,PFOA,4.3
NC,SEYMOUR JOHNSON AFB,117040R,PFPeA,3.6
NC,SEYMOUR JOHNSON AFB,117040R,PFHxA,3.2
NC,SMITHFIELD FRESH MEATS CORP - TAR HEEL,113193P,Total PFAS,13.0
NC,SMITHFIELD FRESH MEATS CORP - TAR HEEL,113193P,PFOS,4.9
NC,SMITHFIELD FRESH MEATS CORP - TAR HEEL,113193P,PFHxA,4.3
NC,SMITHFIELD FRESH MEATS CORP - TAR HEEL,113193P,PFPeA,3.8
NC,SMITHFIELD FRESH MEATS CORP - TAR HEEL,116842P,Total PFAS,24.0
NC,SMITHFIELD FRESH MEATS CORP - TAR HEEL,116842P,PFOS,5.6
NC,SMITHFIELD FRESH MEATS CORP - TAR HEEL,116842P,PFHxA,5.4
NC,SMITHFIELD FRESH MEATS CORP - TAR HEEL,116842P,PFOA,4.8
NC,SMITHFIELD FRESH MEATS CORP - TAR HEEL,116842P,PFPeA,4.5
NC,SMITHFIELD FRESH MEATS CORP - TAR HEEL,116842P,PFBS,3.7
NC,SMITHFIELD FRESH MEATS CORP - TAR HEEL,119854P,Total PFAS,34.2
NC,SMITHFIELD FRESH MEATS CORP - TAR HEEL,119854P,PFBA,5.9
NC,SMITHFIELD FRESH MEATS CORP - TAR HEEL,119854P,PFOS,5.7
NC,SMITHFIELD FRESH MEATS CORP - TAR HEEL,119854P,PFHxA,5.3
NC,SMITHFIELD FRESH MEATS CORP - TAR HEEL,119854P,PFPeA,5.2
NC,SMITHFIELD FRESH MEATS CORP - TAR HEEL,119854P,PFOA,4.9
NC,SMITHFIELD FRESH MEATS CORP - TAR HEEL,119854P,PFBS,3.7
NC,SMITHFIELD FRESH MEATS CORP - TAR HEEL,119854P,PFHxS,3.5
NC,SMITHFIELD FRESH MEATS CORP - TAR HEEL,119855P,Total PFAS,34.1
NC,SMITHFIELD FRESH MEATS CORP - TAR HEEL,119855P,PFBA,7.2
NC,SMITHFIELD FRESH MEATS CORP - TAR HEEL,119855P,PFOS,6.1
NC,SMITHFIELD FRESH MEATS CORP - TAR HEEL,119855P,PFHxA,4.8
NC,SMITHFIELD FRESH MEATS CORP - TAR HEEL,119855P,PFPeA,4.7
NC,SMITHFIELD FRESH MEATS CORP - TAR HEEL,119855P,PFOA,4.6
NC,SMITHFIELD FRESH MEATS CORP - TAR HEEL,119855P,PFHxS,3.4
NC,SMITHFIELD FRESH MEATS CORP - TAR HEEL,119855P,PFBS,3.3
NC,SMITHFIELD FRESH MEATS CORP - TAR HEEL,122844P,Total PFAS,10.3
NC,SMITHFIELD FRESH MEATS CORP - TAR HEEL,122844P,PFPeA,5.7
NC,SMITHFIELD FRESH MEATS CORP - TAR HEEL,122844P,PFHxA,4.6
NC,M4G0450-01,122844P,PFOS,7.7
NC,M4G0450-01,122844P,PFBA,6.0
NC,M4G0450-01,122844P,PFOA,4.7
NC,M4G0450-01,122844P,PFPeA,4.2
NC,M4G0450-01,122844P,PFHxA,3.1
NC,M4G0450-01,122844P,PFBS,3.0
NC,SOUTH GRANVILLE WTR&SEWER AUTHORITY,35803045001SE1,Total PFAS,19.0
NC,SOUTH GRANVILLE WTR&SEWER AUTHORITY,35803045001SE1,PFOS,12.0
NC,SOUTH GRANVILLE WTR&SEWER AUTHORITY,35803045001SE1,PFOA,7.0
NC,SOUTH GRANVILLE WTR&SEWER AUTHORITY,35841452001SE3,Total PFAS,30.0
NC,SOUTH GRANVILLE WTR&SEWER AUTHORITY,35841452001SE3,PFOS,19.0
NC,SOUTH GRANVILLE WTR&SEWER AUTHORITY,35841452001SE3,PFOA,11.0
NC,SOUTH GRANVILLE WTR&SEWER AUTHORITY,35860447001SE4,Total PFAS,17.0
NC,SOUTH GRANVILLE WTR&SEWER AUTHORITY,35860447001SE4,PFOS,11.0
NC,SOUTH GRANVILLE WTR&SEWER AUTHORITY,35860447001SE4,PFOA,6.0
NC,SOUTHERN MIDDLE SCHOOL,117865P,Total PFAS,7.5
NC,SOUTHERN MIDDLE SCHOOL,117865P,PFOA,4.2
NC,SOUTHERN MIDDLE SCHOOL,117865P,PFPeA,3.3
NC,SOUTHERN OUTER BANKS WTR SYST,104056P,Total PFAS,3.7
NC,SOUTHERN OUTER BANKS WTR SYST,104056P,PFBS,3.7
NC,SOUTHERN WAYNE SANITARY DIST,112133P,Total PFAS,8.7
NC,SOUTHERN WAYNE SANITARY DIST,112133P,PFBS,5.5
NC,SOUTHERN WAYNE SANITARY DIST,112133P,PFHxS,3.2
NC,STANLY CO-WEST STANLY DIST,117848P,Total PFAS,4.6
NC,STANLY CO-WEST STANLY DIST,117848P,PFOS,4.6
NC,STANLY CO-WEST STANLY DIST,120957P,Total PFAS,13.2
NC,STANLY CO-WEST STANLY DIST,120957P,PFOS,5.7
NC,STANLY CO-WEST STANLY DIST,120957P,PFPeA,3.8
NC,STANLY CO-WEST STANLY DIST,120957P,PFHxA,3.7
NC,"THOMASVILLE, CITY OF",810-113088-1,Total PFAS,4.7
NC,"THOMASVILLE, CITY OF",810-113088-1,PFOS,4.7
NC,"THOMASVILLE, CITY OF",810-126273-1,Total PFAS,4.2
NC,"THOMASVILLE, CITY OF",810-126273-1,PFOS,4.2
NC,UNION COUNTY WATER SYSTEM,810-50771-1,Total PFAS,9.6
NC,UNION COUNTY WATER SYSTEM,810-50771-1,PFPeA,5.1
NC,UNION COUNTY WATER SYSTEM,810-50771-1,PFHxA,4.5
NC,UNION COUNTY WATER SYSTEM,810-50777-1,Total PFAS,6.3
NC,UNION COUNTY WATER SYSTEM,810-50777-1,PFPeA,3.3
NC,UNION COUNTY WATER SYSTEM,810-50777-1,PFHxA,3.0
NC,UNION COUNTY WATER SYSTEM,810-59137-1,Total PFAS,6.5
NC,UNION COUNTY WATER SYSTEM,810-59137-1,PFBA,6.5
NC,UNION COUNTY WATER SYSTEM,810-59137-2,Total PFAS,12.4
NC,UNION COUNTY WATER SYSTEM,810-59137-2,PFPeA,6.2
NC,UNION COUNTY WATER SYSTEM,810-59137-2,PFHxA,6.2
NC,UNION COUNTY WATER SYSTEM,810-68253-1,Total PFAS,12.0
NC,UNION COUNTY WATER SYSTEM,810-68253-1,PFOS,4.9
NC,UNION COUNTY WATER SYSTEM,810-68253-1,PFPeA,3.6
NC,UNION COUNTY WATER SYSTEM,810-68253-1,PFHxA,3.5
NC,UNION COUNTY WATER SYSTEM,810-68254-1,Total PFAS,23.3
NC,UNION COUNTY WATER SYSTEM,810-68254-1,PFPeA,6.9
NC,UNION COUNTY WATER SYSTEM,810-68254-1,PFHxA,6.7
NC,UNION COUNTY WATER SYSTEM,810-68254-1,PFBA,5.5
NC,UNION COUNTY WATER SYSTEM,810-68254-1,PFOA,4.2
NC,UNION COUNTY WATER SYSTEM,810-80315-1,Total PFAS,11.4
NC,UNION COUNTY WATER SYSTEM,810-80315-1,PFOS,4.1
NC,UNION COUNTY WATER SYSTEM,810-80315-1,PFPeA,4.0
NC,UNION COUNTY WATER SYSTEM,810-80315-1,PFHxA,3.3
NC,UNION COUNTY WATER SYSTEM,810-80333-1,Total PFAS,17.4
NC,UNION COUNTY WATER SYSTEM,810-80333-1,PFPeA,10.0
NC,UNION COUNTY WATER SYSTEM,810-80333-1,PFHxA,7.4
NC,"WADESBORO, TOWN OF",102274P,Total PFAS,6.7
NC,"WADESBORO, TOWN OF",102274P,PFBA,6.7
NC,"WADESBORO, TOWN OF",102275P,Total PFAS,6.1
NC,"WADESBORO, TOWN OF",102275P,PFBA,6.1
NC,"WADESBORO, TOWN OF",105127P,Total PFAS,13.0
NC,"WADESBORO, TOWN OF",105127P,PFOS,5.1
NC,"WADESBORO, TOWN OF",105127P,PFHxA,4.0
NC,"WADESBORO, TOWN OF",105127P,PFPeA,3.9
NC,"WADESBORO, TOWN OF",105128P,Total PFAS,12.6
NC,"WADESBORO, TOWN OF",105128P,PFOS,4.9
NC,"WADESBORO, TOWN OF",105128P,PFPeA,3.9
NC,"WADESBORO, TOWN OF",105128P,PFHxA,3.8
NC,"WADESBORO, TOWN OF",107922P,Total PFAS,7.1
NC,"WADESBORO, TOWN OF",107922P,PFPeA,3.9
NC,"WADESBORO, TOWN OF",107922P,PFHxA,3.2
NC,"WADESBORO, TOWN OF",116157R,Total PFAS,4.5
NC,"WADESBORO, TOWN OF",116157R,PFOS,4.5
NC,"WADESBORO, TOWN OF",120460R,Total PFAS,11.9
NC,"WADESBORO, TOWN OF",120460R,PFOS,5.2
NC,"WADESBORO, TOWN OF",120460R,PFHxA,3.4
NC,"WADESBORO, TOWN OF",120460R,PFPeA,3.3
NC,WEST IREDELL WATER CORPORATION,120954P,Total PFAS,3.1
NC,WEST IREDELL WATER CORPORATION,120954P,PFPeA,3.1
NC,WEST WILKES WTR ASSOCIATION INC,810-94826-1,Total PFAS,8.2
NC,WEST WILKES WTR ASSOCIATION INC,810-94826-1,6:2 FTS,8.2
NC,"WILLIAMSTON, TOWN OF",103142P,Total PFAS,4.4
NC,"WILLIAMSTON, TOWN OF",103142P,PFOS,4.4
NC,"WILLIAMSTON, TOWN OF",110517R,Total PFAS,4.7
NC,"WILLIAMSTON, TOWN OF",110517R,PFOS,4.7
NC,"WILLIAMSTON, TOWN OF",114992R,Total PFAS,4.8
NC,"WILLIAMSTON, TOWN OF",114992R,PFOS,4.8
