State,Utility,Sample ID,Analyte,Value (PPT)
CA,CITY OF GARDEN GROVE,24004249-02,Total PFAS,13.2
CA,CITY OF GARDEN GROVE,24004249-02,PFPeA,8.0
CA,CITY OF GARDEN GROVE,24004249-02,PFBA,5.2
CA,CITY OF GARDEN GROVE,24004361-02,Total PFAS,4.0
CA,CITY OF GARDEN GROVE,24004361-02,PFPeA,4.0
CA,CITY OF GARDEN GROVE,24004363-02,Total PFAS,18.0
CA,CITY OF GARDEN GROVE,24004363-02,PFBA,14.6
CA,CITY OF GARDEN GROVE,24004363-02,PFPeA,3.4
CA,CITY OF GARDEN GROVE,24004365-02,Total PFAS,16.2
CA,CITY OF GARDEN GROVE,24004365-02,PFBA,10.5
CA,CITY OF GARDEN GROVE,24004365-02,PFPeA,5.7
CA,CITY OF GARDEN GROVE,24004369-02,Total PFAS,17.0
CA,CITY OF GARDEN GROVE,24004369-02,PFBA,7.6
CA,CITY OF GARDEN GROVE,24004369-02,PFOS,5.8
CA,CITY OF GARDEN GROVE,24004369-02,PFHxS,3.6
CA,CITY OF GARDEN GROVE,24010931-02,Total PFAS,43.4
CA,CITY OF GARDEN GROVE,24010931-02,PFOS,19.0
CA,CITY OF GARDEN GROVE,24010931-02,PFHxS,9.3
CA,CITY OF GARDEN GROVE,24010931-02,PFOA,8.1
CA,CITY OF GARDEN GROVE,24010931-02,PFHxA,3.8
CA,CITY OF GARDEN GROVE,24010931-02,PFPeA,3.2
CA,CITY OF GRIDLEY,117626P,Total PFAS,48.5
CA,CITY OF GRIDLEY,117626P,PFHxS,12.8
CA,CITY OF GRIDLEY,117626P,PFOS,10.5
CA,CITY OF GRIDLEY,117626P,PFNA,9.9
CA,CITY OF GRIDLEY,117626P,PFPeA,6.5
CA,CITY OF GRIDLEY,117626P,PFHxA,5.3
CA,CITY OF GRIDLEY,117626P,PFHpA,3.5
CA,C4D0214-01,117626P,PFOS,17.0
CA,C4D0214-01,117626P,PFBS,5.0
CA,C4D0214-01,117626P,PFHxS,3.5
CA,C4G1046-03,117626P,PFOS,13.0
CA,C4G1046-03,117626P,PFBS,3.7
CA,CITY OF LINCOLN,SHG0091-05,Total PFAS,8.4
CA,CITY OF LINCOLN,SHG0091-05,PFHxS,8.4
CA,"CITY OF LIVE OAK, CA",100124P,Total PFAS,3.2
CA,"CITY OF LIVE OAK, CA",100124P,PFPeA,3.2
CA,"CITY OF LIVE OAK, CA",105625P,Total PFAS,3.4
CA,"CITY OF LIVE OAK, CA",105625P,PFPeA,3.4
CA,"CITY OF LIVE OAK, CA",105626P,Total PFAS,6.3
CA,"CITY OF LIVE OAK, CA",105626P,PFPeA,3.3
CA,"CITY OF LIVE OAK, CA",105626P,PFHxA,3.0
CA,CITY OF MERCED,AGG1795-15,Total PFAS,5.3
CA,CITY OF MERCED,AGG1795-15,PFHxS,5.3
CA,CITY OF MERCED,AGG2795-07,Total PFAS,15.6
CA,CITY OF MERCED,AGG2795-07,PFHxS,7.7
CA,CITY OF MERCED,AGG2795-07,PFOS,4.8
CA,CITY OF MERCED,AGG2795-07,PFHxA,3.1
CA,CITY OF MERCED,AGG2795-09,Total PFAS,4.2
CA,CITY OF MERCED,AGG2795-09,PFHxS,4.2
CA,CITY OF MERCED,AHA3991-09,Total PFAS,26.4
CA,CITY OF MERCED,AHA3991-09,PFHxS,12.0
CA,CITY OF MERCED,AHA3991-09,PFOS,6.5
CA,CITY OF MERCED,AHA3991-09,PFOA,4.5
CA,CITY OF MERCED,AHA3991-09,PFHxA,3.4
CA,CITY OF MERCED,AHA3991-11,Total PFAS,5.1
CA,CITY OF MERCED,AHA3991-11,PFHxS,5.1
CA,CITY OF MERCED,AHA3991-13,Total PFAS,34.2
CA,CITY OF MERCED,AHA3991-13,PFHxS,15.0
CA,CITY OF MERCED,AHA3991-13,PFOS,8.9
CA,CITY OF MERCED,AHA3991-13,PFOA,5.8
CA,CITY OF MERCED,AHA3991-13,PFHxA,4.5
CA,CITY OF MERCED,AHA3991-15,Total PFAS,33.8
CA,CITY OF MERCED,AHA3991-15,PFHxS,14.0
CA,CITY OF MERCED,AHA3991-15,PFOS,8.9
CA,CITY OF MERCED,AHA3991-15,PFOA,6.1
CA,CITY OF MERCED,AHA3991-15,PFHxA,4.8
CA,M3F1900-29,AHA3991-15,PFHxS,3.3
CA,M3F1900-31,AHA3991-15,PFPeA,3.5
CA,M3F1900-31,AHA3991-15,PFHxS,3.0
CA,M3L0777-31,AHA3991-15,PFPeA,3.1
CA,M3L0777-31,AHA3991-15,PFHxA,3.0
CA,M3L0777-31,AHA3991-15,PFHxS,3.0
CA,M4K0161-01,AHA3991-15,PFHxA,3.4
CA,M4K0161-01,AHA3991-15,PFPeA,3.1
CA,CITY OF ORANGE,23030967-02,Total PFAS,16.8
CA,CITY OF ORANGE,23030967-02,PFPeA,9.3
CA,CITY OF ORANGE,23030967-02,PFBA,7.5
CA,CITY OF ORANGE,23060535-02,Total PFAS,20.3
CA,CITY OF ORANGE,23060535-02,PFPeA,11.4
CA,CITY OF ORANGE,23060535-02,PFBA,8.9
CA,CITY OF ORANGE,23090281-02,Total PFAS,29.6
CA,CITY OF ORANGE,23090281-02,PFPeA,17.0
CA,CITY OF ORANGE,23090281-02,PFBA,12.6
CA,CITY OF ORANGE,24009216-02,Total PFAS,38.0
CA,CITY OF ORANGE,24009216-02,PFOS,11.6
CA,CITY OF ORANGE,24009216-02,PFOA,8.4
CA,CITY OF ORANGE,24009216-02,PFHxS,6.1
CA,CITY OF ORANGE,24009216-02,PFPeA,4.6
CA,CITY OF ORANGE,24009216-02,PFHxA,4.1
CA,CITY OF ORANGE,24009216-02,PFBS,3.2
CA,CITY OF ORANGE,24009218-02,Total PFAS,46.7
CA,CITY OF ORANGE,24009218-02,PFOS,17.0
CA,CITY OF ORANGE,24009218-02,PFHxS,10.1
CA,CITY OF ORANGE,24009218-02,PFOA,9.3
CA,CITY OF ORANGE,24009218-02,PFHxA,4.0
CA,CITY OF ORANGE,24009218-02,PFBS,3.3
CA,CITY OF ORANGE,24009218-02,PFPeA,3.0
CA,CITY OF ORANGE,24009220-02,Total PFAS,4.0
CA,CITY OF ORANGE,24009220-02,PFOS,4.0
CA,CITY OF ORANGE,24009224-02,Total PFAS,24.5
CA,CITY OF ORANGE,24009224-02,PFPeA,12.6
CA,CITY OF ORANGE,24009224-02,PFBA,7.6
CA,CITY OF ORANGE,24009224-02,PFHxA,4.3
CA,CITY OF ORANGE,24009226-02,Total PFAS,30.4
CA,CITY OF ORANGE,24009226-02,PFPeA,13.9
CA,CITY OF ORANGE,24009226-02,PFBA,8.7
CA,CITY OF ORANGE,24009226-02,PFHxA,7.8
CA,CITY OF ORANGE,24009228-02,Total PFAS,26.6
CA,CITY OF ORANGE,24009228-02,PFPeA,13.5
CA,CITY OF ORANGE,24009228-02,PFBA,8.2
CA,CITY OF ORANGE,24009228-02,PFHxA,4.9
CA,CITY OF ORANGE,24009230-02,Total PFAS,32.9
CA,CITY OF ORANGE,24009230-02,PFPeA,17.7
CA,CITY OF ORANGE,24009230-02,PFBA,10.1
CA,CITY OF ORANGE,24009230-02,PFHxA,5.1
CA,CITY OF PLEASANTON,AHH3474-01,Total PFAS,33.4
CA,CITY OF PLEASANTON,AHH3474-01,PFOS,13.0
CA,CITY OF PLEASANTON,AHH3474-01,PFHxS,8.7
CA,CITY OF PLEASANTON,AHH3474-01,PFOA,4.8
CA,CITY OF PLEASANTON,AHH3474-01,PFBS,3.9
CA,CITY OF PLEASANTON,AHH3474-01,PFHxA,3.0
CA,CITY OF PLEASANTON,AHH3474-02,Total PFAS,67.2
CA,CITY OF PLEASANTON,AHH3474-02,PFOS,22.0
CA,CITY OF PLEASANTON,AHH3474-02,PFHxS,22.0
CA,CITY OF PLEASANTON,AHH3474-02,PFBA,6.3
CA,CITY OF PLEASANTON,AHH3474-02,PFBS,5.6
CA,CITY OF PLEASANTON,AHH3474-02,PFPeS,4.3
CA,CITY OF PLEASANTON,AHH3474-02,PFOA,4.0
CA,CITY OF PLEASANTON,AHH3474-02,PFHxA,3.0
CA,C4A1828-05,AHH3474-02,PFOA,7.4
CA,C4A1828-05,AHH3474-02,PFPeA,6.7
CA,C4A1828-05,AHH3474-02,PFHxA,6.0
CA,C4A1828-05,AHH3474-02,PFHpA,5.5
CA,CITY OF REDDING,K2302790-001,Total PFAS,3.4
CA,CITY OF REDDING,K2302790-001,PFBS,3.4
CA,CITY OF REDDING,K2302790-013,Total PFAS,64.6
CA,CITY OF REDDING,K2302790-013,PFOA,16.2
CA,CITY OF REDDING,K2302790-013,PFOS,12.6
CA,CITY OF REDDING,K2302790-013,PFHxS,8.9
CA,CITY OF REDDING,K2302790-013,PFBS,8.6
CA,CITY OF REDDING,K2302790-013,PFHxA,6.8
CA,CITY OF REDDING,K2302790-013,PFPeA,6.4
CA,CITY OF REDDING,K2302790-013,PFHpA,5.1
CA,CITY OF REDDING,K2310946-001,Total PFAS,51.2
CA,CITY OF REDDING,K2310946-001,PFOA,12.0
CA,CITY OF REDDING,K2310946-001,PFOS,9.5
CA,CITY OF REDDING,K2310946-001,PFBS,8.9
CA,CITY OF REDDING,K2310946-001,PFHxA,5.7
CA,CITY OF REDDING,K2310946-001,PFHxS,5.6
CA,CITY OF REDDING,K2310946-001,PFPeA,5.4
CA,CITY OF REDDING,K2310946-001,PFHpA,4.1
CA,CITY OF REDDING,K2310946-017,Total PFAS,3.3
CA,CITY OF REDDING,K2310946-017,PFBS,3.3
CA,CITY OF SACRAMENTO MAIN,380-66028-1,Total PFAS,34.1
CA,CITY OF SACRAMENTO MAIN,380-66028-1,PFOS,20.3
CA,CITY OF SACRAMENTO MAIN,380-66028-1,PFHxS,10.4
CA,CITY OF SACRAMENTO MAIN,380-66028-1,PFBS,3.4
CA,CITY OF SACRAMENTO MAIN,380-66028-3,Total PFAS,102.2
CA,CITY OF SACRAMENTO MAIN,380-66028-3,PFOS,36.3
CA,CITY OF SACRAMENTO MAIN,380-66028-3,PFHxS,18.5
CA,CITY OF SACRAMENTO MAIN,380-66028-3,PFOA,17.3
CA,CITY OF SACRAMENTO MAIN,380-66028-3,PFBA,7.4
CA,CITY OF SACRAMENTO MAIN,380-66028-3,PFPeA,6.4
CA,CITY OF SACRAMENTO MAIN,380-66028-3,PFBS,6.2
CA,CITY OF SACRAMENTO MAIN,380-66028-3,PFHxA,5.7
CA,CITY OF SACRAMENTO MAIN,380-66028-3,PFHpA,4.4
CA,CITY OF SACRAMENTO MAIN,380-66029-1,Total PFAS,7.5
CA,CITY OF SACRAMENTO MAIN,380-66029-1,PFOS,7.5
CA,CITY OF SACRAMENTO MAIN,380-66029-2,Total PFAS,3.7
CA,CITY OF SACRAMENTO MAIN,380-66029-2,PFHxS,3.7
CA,CITY OF SACRAMENTO MAIN,380-66029-3,Total PFAS,27.8
CA,CITY OF SACRAMENTO MAIN,380-66029-3,PFOS,16.9
CA,CITY OF SACRAMENTO MAIN,380-66029-3,PFHxS,6.6
CA,CITY OF SACRAMENTO MAIN,380-66029-3,PFBS,4.3
CA,CITY OF SACRAMENTO MAIN,380-84252-1,Total PFAS,3.1
CA,CITY OF SACRAMENTO MAIN,380-84252-1,PFPeA,3.1
CA,CITY OF SACRAMENTO MAIN,380-84426-2,Total PFAS,106.1
CA,CITY OF SACRAMENTO MAIN,380-84426-2,PFOS,41.4
CA,CITY OF SACRAMENTO MAIN,380-84426-2,PFHxS,19.1
CA,CITY OF SACRAMENTO MAIN,380-84426-2,PFOA,15.6
CA,CITY OF SACRAMENTO MAIN,380-84426-2,PFBA,7.0
CA,CITY OF SACRAMENTO MAIN,380-84426-2,PFPeA,6.5
CA,CITY OF SACRAMENTO MAIN,380-84426-2,PFHxA,6.3
CA,CITY OF SACRAMENTO MAIN,380-84426-2,PFBS,6.1
CA,CITY OF SACRAMENTO MAIN,380-84426-2,PFHpA,4.1
CA,CITY OF SACRAMENTO MAIN,380-84426-3,Total PFAS,7.7
CA,CITY OF SACRAMENTO MAIN,380-84426-3,PFOS,7.7
CA,CITY OF SACRAMENTO MAIN,380-84426-4,Total PFAS,3.1
CA,CITY OF SACRAMENTO MAIN,380-84426-4,PFHxS,3.1
CA,CITY OF SANGER,AHA3627-02,Total PFAS,22.1
CA,CITY OF SANGER,AHA3627-02,PFOS,6.7
CA,CITY OF SANGER,AHA3627-02,PFOA,5.6
CA,CITY OF SANGER,AHA3627-02,PFPeA,5.1
CA,CITY OF SANGER,AHA3627-02,PFHxA,4.7
CA,CITY OF SANGER,AHG1959-03,Total PFAS,17.6
CA,CITY OF SANGER,AHG1959-03,PFOS,5.8
CA,CITY OF SANGER,AHG1959-03,PFOA,4.5
CA,CITY OF SANGER,AHG1959-03,PFPeA,3.8
CA,CITY OF SANGER,AHG1959-03,PFHxA,3.5
CA,CITY OF SANTA ANA,24008474-02,Total PFAS,3.7
CA,CITY OF SANTA ANA,24008474-02,PFPeA,3.7
CA,CITY OF SANTA ANA,24008478-02,Total PFAS,7.4
CA,CITY OF SANTA ANA,24008478-02,PFOA,4.1
CA,CITY OF SANTA ANA,24008478-02,PFHxS,3.3
CA,CITY OF SANTA ANA,24008480-02,Total PFAS,31.2
CA,CITY OF SANTA ANA,24008480-02,PFOS,12.9
CA,CITY OF SANTA ANA,24008480-02,PFOA,7.5
CA,CITY OF SANTA ANA,24008480-02,PFHxS,7.3
CA,CITY OF SANTA ANA,24008480-02,PFHxA,3.5
CA,CITY OF SANTA ANA,24008484-02,Total PFAS,31.4
CA,CITY OF SANTA ANA,24008484-02,PFOS,10.9
CA,CITY OF SANTA ANA,24008484-02,PFOA,7.3
CA,CITY OF SANTA ANA,24008484-02,PFHxS,6.4
CA,CITY OF SANTA ANA,24008484-02,PFPeA,3.4
CA,CITY OF SANTA ANA,24008484-02,PFHxA,3.4
CA,CITY OF SANTA ANA,24009727-02,Total PFAS,17.7
CA,CITY OF SANTA ANA,24009727-02,PFOS,8.0
CA,CITY OF SANTA ANA,24009727-02,PFHxS,5.0
CA,CITY OF SANTA ANA,24009727-02,PFOA,4.7
CA,CITY OF STOCKTON,SGC0003-07,Total PFAS,4.2
CA,CITY OF STOCKTON,SGC0003-07,PFOS,4.2
CA,CITY OF STOCKTON,SGC0003-21,Total PFAS,4.8
CA,CITY OF STOCKTON,SGC0003-21,PFOS,4.8
CA,CITY OF TUSTIN,24010267-02,Total PFAS,3.2
CA,CITY OF TUSTIN,24010267-02,PFHxS,3.2
CA,CITY OF VACAVILLE,SHB0297-01,Total PFAS,22.7
CA,CITY OF VACAVILLE,SHB0297-01,PFOS,9.8
CA,CITY OF VACAVILLE,SHB0297-01,PFHxS,9.2
CA,CITY OF VACAVILLE,SHB0297-01,PFBS,3.7
CA,CITY OF VACAVILLE,SHE0224-09,Total PFAS,27.9
CA,CITY OF VACAVILLE,SHE0224-09,PFOS,10.0
CA,CITY OF VACAVILLE,SHE0224-09,PFHxS,9.1
CA,CITY OF VACAVILLE,SHE0224-09,PFOA,5.1
CA,CITY OF VACAVILLE,SHE0224-09,PFBS,3.7
CA,CITY OF VACAVILLE,SHE0354-01,Total PFAS,3.5
CA,CITY OF VACAVILLE,SHE0354-01,PFHxS,3.5
CA,CITY OF WESTMINSTER,24002944-02,Total PFAS,3.1
CA,CITY OF WESTMINSTER,24002944-02,PFHxS,3.1
CA,CITY OF WESTMINSTER,24002962-02,Total PFAS,8.4
CA,CITY OF WESTMINSTER,24002962-02,PFOS,4.3
CA,CITY OF WESTMINSTER,24002962-02,PFHxS,4.1
CA,CITY OF WESTMINSTER,24009721-02,Total PFAS,9.1
CA,CITY OF WESTMINSTER,24009721-02,PFHxS,4.6
CA,CITY OF WESTMINSTER,24009721-02,PFOS,4.5
CA,CITY OF WESTMINSTER,24009723-02,Total PFAS,3.2
CA,CITY OF WESTMINSTER,24009723-02,PFHxS,3.2
CA,CITY OF WESTMINSTER,24009768-02,Total PFAS,10.3
CA,CITY OF WESTMINSTER,24009768-02,PFOS,5.3
CA,CITY OF WESTMINSTER,24009768-02,PFHxS,5.0
CA,CITY OF WHEATLAND,114341P,Total PFAS,20.2
CA,CITY OF WHEATLAND,114341P,PFOS,11.0
CA,CITY OF WHEATLAND,114341P,PFHxS,9.2
CA,CITY OF WHEATLAND,114342P,Total PFAS,7.2
CA,CITY OF WHEATLAND,114342P,PFOS,4.2
CA,CITY OF WHEATLAND,114342P,PFHxS,3.0
CA,CITY OF WINTERS,106490P,Total PFAS,4.2
CA,CITY OF WINTERS,106490P,PFNA,4.2
CA,C3G3217-09,106490P,PFOS,11.0
CA,C3G3217-09,106490P,PFBS,10.0
CA,C3G3217-09,106490P,PFHxS,4.9
CA,C3G3217-09,106490P,PFOA,4.5
CA,C3G3217-13,106490P,PFOS,4.7
CA,C3G3217-13,106490P,PFPeA,4.5
CA,C3G3217-13,106490P,PFHxS,4.0
CA,C3G3217-13,106490P,PFBS,3.2
CA,C3G3217-13,106490P,PFHxA,3.2
CA,C3H4082-01,106490P,PFOS,18.0
CA,C3H4082-01,106490P,PFOA,5.9
CA,C3H4082-01,106490P,PFBS,5.3
CA,C3H4082-01,106490P,PFHxS,5.1
CA,C4A3077-09,106490P,PFPeA,4.3
CA,C4A3077-09,106490P,PFOS,4.1
CA,C4A3077-09,106490P,PFHxS,4.0
CA,C4A3077-09,106490P,PFHxA,3.5
CA,C4A3829-01,106490P,PFOS,13.0
CA,C4A3829-01,106490P,PFHxS,5.1
CA,"COMMERCE-CITY, WATER DEPT.",113764P,Total PFAS,40.7
CA,"COMMERCE-CITY, WATER DEPT.",113764P,PFPeA,17.4
CA,"COMMERCE-CITY, WATER DEPT.",113764P,PFHxA,10.1
CA,"COMMERCE-CITY, WATER DEPT.",113764P,PFBA,7.5
CA,"COMMERCE-CITY, WATER DEPT.",113764P,PFBS,5.7
CA,"COMMERCE-CITY, WATER DEPT.",119414P,Total PFAS,56.9
CA,"COMMERCE-CITY, WATER DEPT.",119414P,PFHxA,13.6
CA,"COMMERCE-CITY, WATER DEPT.",119414P,PFPeA,13.4
CA,"COMMERCE-CITY, WATER DEPT.",119414P,PFBS,9.7
CA,"COMMERCE-CITY, WATER DEPT.",119414P,PFOA,9.3
CA,"COMMERCE-CITY, WATER DEPT.",119414P,PFBA,5.8
CA,"COMMERCE-CITY, WATER DEPT.",119414P,PFHpA,5.1
CA,3I12002-03,119414P,PFOS,17.0
CA,3I12002-03,119414P,PFOA,4.9
CA,3I12002-03,119414P,PFHxS,4.1
CA,4B19004-03,119414P,PFOS,14.0
CA,4B19004-03,119414P,PFHxS,4.0
CA,"CORONA, CITY OF",RGI0083-11,Total PFAS,9.9
CA,"CORONA, CITY OF",RGI0083-11,PFPeA,6.1
CA,"CORONA, CITY OF",RGI0083-11,PFHxA,3.8
CA,"CORONA, CITY OF",RGI0083-25,Total PFAS,3.3
CA,"CORONA, CITY OF",RGI0083-25,PFHxS,3.3
CA,"CORONA, CITY OF",RGL0088-15,Total PFAS,10.7
CA,"CORONA, CITY OF",RGL0088-15,PFBA,7.6
CA,"CORONA, CITY OF",RGL0088-15,PFPeA,3.1
CA,"CORONA, CITY OF",RGL0088-21,Total PFAS,7.6
CA,"CORONA, CITY OF",RGL0088-21,PFBA,7.6
CA,"CORONA, CITY OF",RHC0131-11,Total PFAS,3.6
CA,"CORONA, CITY OF",RHC0131-11,PFPeA,3.6
CA,"CORONA, CITY OF",RHF0062-11,Total PFAS,3.6
CA,"CORONA, CITY OF",RHF0062-11,PFPeA,3.6
CA,CRESCENTA VALLEY CWD,RGB0160-03,Total PFAS,31.1
CA,CRESCENTA VALLEY CWD,RGB0160-03,PFPeA,7.8
CA,CRESCENTA VALLEY CWD,RGB0160-03,PFHxA,7.6
CA,CRESCENTA VALLEY CWD,RGB0160-03,PFOA,5.1
CA,CRESCENTA VALLEY CWD,RGB0160-03,PFBS,4.1
CA,CRESCENTA VALLEY CWD,RGB0160-03,PFHxS,3.4
CA,CRESCENTA VALLEY CWD,RGB0160-03,PFHpA,3.1
CA,CRESCENTA VALLEY CWD,RGB0160-07,Total PFAS,13.8
CA,CRESCENTA VALLEY CWD,RGB0160-07,PFPeA,5.5
CA,CRESCENTA VALLEY CWD,RGB0160-07,PFHxA,5.2
CA,CRESCENTA VALLEY CWD,RGB0160-07,PFBS,3.1
CA,CRESCENTA VALLEY CWD,RGB0160-09,Total PFAS,28.3
CA,CRESCENTA VALLEY CWD,RGB0160-09,PFPeA,8.0
CA,CRESCENTA VALLEY CWD,RGB0160-09,PFHxA,7.9
CA,CRESCENTA VALLEY CWD,RGB0160-09,PFOA,5.1
CA,CRESCENTA VALLEY CWD,RGB0160-09,PFBS,4.1
CA,CRESCENTA VALLEY CWD,RGB0160-09,PFHxS,3.2
CA,CRESCENTA VALLEY CWD,RGB0160-11,Total PFAS,17.9
CA,CRESCENTA VALLEY CWD,RGB0160-11,PFPeA,4.7
CA,CRESCENTA VALLEY CWD,RGB0160-11,PFHxA,4.6
CA,CRESCENTA VALLEY CWD,RGB0160-11,PFHxS,4.4
CA,CRESCENTA VALLEY CWD,RGB0160-11,PFBS,4.2
CA,CRESCENTA VALLEY CWD,RGJ0132-03,Total PFAS,26.3
CA,CRESCENTA VALLEY CWD,RGJ0132-03,PFHxA,6.8
CA,CRESCENTA VALLEY CWD,RGJ0132-03,PFPeA,6.7
CA,CRESCENTA VALLEY CWD,RGJ0132-03,PFBS,5.1
CA,CRESCENTA VALLEY CWD,RGJ0132-03,PFOA,4.1
CA,CRESCENTA VALLEY CWD,RGJ0132-03,PFHxS,3.6
CA,CRESCENTA VALLEY CWD,RGJ0132-05,Total PFAS,12.1
CA,CRESCENTA VALLEY CWD,RGJ0132-05,PFPeA,4.2
CA,CRESCENTA VALLEY CWD,RGJ0132-05,PFHxA,4.2
CA,CRESCENTA VALLEY CWD,RGJ0132-05,PFBS,3.7
CA,CRESCENTA VALLEY CWD,RGJ0132-07,Total PFAS,11.1
CA,CRESCENTA VALLEY CWD,RGJ0132-07,PFPeA,4.0
CA,CRESCENTA VALLEY CWD,RGJ0132-07,PFHxA,3.9
CA,CRESCENTA VALLEY CWD,RGJ0132-07,PFBS,3.2
CA,CRESCENTA VALLEY CWD,RGJ0132-09,Total PFAS,22.2
CA,CRESCENTA VALLEY CWD,RGJ0132-09,PFPeA,6.8
CA,CRESCENTA VALLEY CWD,RGJ0132-09,PFHxA,6.6
CA,CRESCENTA VALLEY CWD,RGJ0132-09,PFBS,5.4
CA,CRESCENTA VALLEY CWD,RGJ0132-09,PFHxS,3.4
CA,CRESCENTA VALLEY CWD,RGJ0132-11,Total PFAS,27.1
CA,CRESCENTA VALLEY CWD,RGJ0132-11,PFHxA,8.0
CA,CRESCENTA VALLEY CWD,RGJ0132-11,PFPeA,7.4
CA,CRESCENTA VALLEY CWD,RGJ0132-11,PFBS,6.8
CA,CRESCENTA VALLEY CWD,RGJ0132-11,PFHxS,4.9
CA,CRESTLINE VILLAGE CWD - DIVISION 10,111656P,Total PFAS,4.0
CA,CRESTLINE VILLAGE CWD - DIVISION 10,111656P,PFBS,4.0
CA,CRESTLINE VILLAGE CWD - DIVISION 10,111657P,Total PFAS,20.1
CA,CRESTLINE VILLAGE CWD - DIVISION 10,111657P,PFHxS,16.2
CA,CRESTLINE VILLAGE CWD - DIVISION 10,111657P,PFBS,3.9
CA,CRESTLINE VILLAGE CWD - DIVISION 10,111660P,Total PFAS,3.2
CA,CRESTLINE VILLAGE CWD - DIVISION 10,111660P,PFBS,3.2
CA,CRESTLINE VILLAGE CWD - DIVISION 10,115307P,Total PFAS,8.9
CA,CRESTLINE VILLAGE CWD - DIVISION 10,115307P,PFHxA,4.5
CA,CRESTLINE VILLAGE CWD - DIVISION 10,115307P,PFPeA,4.4
CA,CRESTLINE VILLAGE CWD - DIVISION 10,115309P,Total PFAS,5.7
CA,CRESTLINE VILLAGE CWD - DIVISION 10,115309P,PFBS,5.7
CA,CRESTLINE VILLAGE CWD - DIVISION 10,115310P,Total PFAS,22.4
CA,CRESTLINE VILLAGE CWD - DIVISION 10,115310P,PFHxS,18.3
CA,CRESTLINE VILLAGE CWD - DIVISION 10,115310P,PFBS,4.1
CA,CRESTLINE VILLAGE CWD - DIVISION 10,115315P,Total PFAS,3.4
CA,CRESTLINE VILLAGE CWD - DIVISION 10,115315P,PFBS,3.4
CA,CRESTLINE VILLAGE CWD - DIVISION 10,116113P,Total PFAS,16.9
CA,CRESTLINE VILLAGE CWD - DIVISION 10,116113P,PFBS,8.8
CA,CRESTLINE VILLAGE CWD - DIVISION 10,116113P,PFOA,4.5
CA,CRESTLINE VILLAGE CWD - DIVISION 10,116113P,PFHxA,3.6
CA,CRESTLINE VILLAGE CWD - DIVISION 10,117242R,Total PFAS,7.5
CA,CRESTLINE VILLAGE CWD - DIVISION 10,117242R,PFPeA,3.9
CA,CRESTLINE VILLAGE CWD - DIVISION 10,117242R,PFHxA,3.6
CA,CRESTLINE VILLAGE CWD - DIVISION 10,118355P,Total PFAS,11.6
CA,CRESTLINE VILLAGE CWD - DIVISION 10,118355P,PFHxS,11.6
CA,CRESTLINE VILLAGE CWD - DIVISION 10,118361P,Total PFAS,7.3
CA,CRESTLINE VILLAGE CWD - DIVISION 10,118361P,PFPeA,3.7
CA,CRESTLINE VILLAGE CWD - DIVISION 10,118361P,PFHxA,3.6
CA,CRESTLINE VILLAGE CWD - DIVISION 10,118362P,Total PFAS,3.4
CA,CRESTLINE VILLAGE CWD - DIVISION 10,118362P,PFBS,3.4
CA,CRESTLINE VILLAGE CWD - DIVISION 10,121621P,Total PFAS,4.0
CA,CRESTLINE VILLAGE CWD - DIVISION 10,121621P,PFBS,4.0
CA,CRESTLINE VILLAGE CWD - DIVISION 10,121622P,Total PFAS,33.2
CA,CRESTLINE VILLAGE CWD - DIVISION 10,121622P,PFHxS,17.5
CA,CRESTLINE VILLAGE CWD - DIVISION 10,121622P,PFNA,7.1
CA,CRESTLINE VILLAGE CWD - DIVISION 10,121622P,PFOS,5.2
CA,CRESTLINE VILLAGE CWD - DIVISION 10,121622P,PFBS,3.4
CA,CRESTLINE VILLAGE CWD - DIVISION 10,121626P,Total PFAS,3.1
CA,CRESTLINE VILLAGE CWD - DIVISION 10,121626P,PFPeA,3.1
CA,CRESTLINE VILLAGE CWD - DIVISION 10,121628P,Total PFAS,15.4
CA,CRESTLINE VILLAGE CWD - DIVISION 10,121628P,PFBS,12.2
CA,CRESTLINE VILLAGE CWD - DIVISION 10,121628P,PFHxA,3.2
CA,CWS - BAKERSFIELD,AGG1881-02,Total PFAS,9.8
CA,CWS - BAKERSFIELD,AGG1881-02,PFHxS,5.6
CA,CWS - BAKERSFIELD,AGG1881-02,PFOS,4.2
CA,CWS - BAKERSFIELD,AGH1384-02,Total PFAS,8.5
CA,CWS - BAKERSFIELD,AGH1384-02,PFOA,4.5
CA,CWS - BAKERSFIELD,AGH1384-02,PFOS,4.0
CA,CWS - BAKERSFIELD,AGI3007-02,Total PFAS,5.2
CA,CWS - BAKERSFIELD,AGI3007-02,PFOS,5.2
CA,CWS - BAKERSFIELD,AGI3792-02,Total PFAS,27.6
CA,CWS - BAKERSFIELD,AGI3792-02,PFOS,6.7
CA,CWS - BAKERSFIELD,AGI3792-02,PFHxS,6.1
CA,CWS - BAKERSFIELD,AGI3792-02,PFOA,6.0
CA,CWS - BAKERSFIELD,AGI3792-02,PFPeA,4.9
CA,CWS - BAKERSFIELD,AGI3792-02,PFHxA,3.9
CA,CWS - BAKERSFIELD,AGJ2117-01,Total PFAS,20.3
CA,CWS - BAKERSFIELD,AGJ2117-01,PFOS,13.0
CA,CWS - BAKERSFIELD,AGJ2117-01,PFHxS,7.3
CA,CWS - BAKERSFIELD,AGJ2402-03,Total PFAS,5.5
